property_type,society,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,Price_in_Crore,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,luxury_score_bin
flat,emaar mgf palm hills,sector 77,5400.0,3.0,4,3+,5.0,Relatively New,1.08,2000.0,1,1,0,0,1,2,167,"[150, 200)"
flat,emaar mgf emerald estate,sector 65,20602.0,2.0,2,2,7.0,Relatively New,1.3,717.0,1,0,0,0,0,0,78,"[50, 100)"
flat,raheja atharva,sector 109,9491.0,3.0,3,2,7.0,Moderately Old,2.2,2634.0,0,1,0,0,0,2,111,"[100, 150)"
flat,millenium bajrang society,sector 43,9434.0,4.0,4,3+,2.0,Relatively New,2.5,2650.0,0,0,0,0,0,2,94,"[50, 100)"
flat,godrej nature plus,sector 33,9183.0,2.0,2,3+,9.0,Under Construction,1.27,1383.0,0,0,0,0,0,0,38,"[0, 50)"
flat,aipl zen residences,sector 70a,10276.0,2.0,2,3+,17.0,New Property,1.34,1304.0,0,0,0,0,0,2,110,"[100, 150)"
flat,housing board colony,sector 51,7317.0,1.0,1,2,0.0,Old Property,0.3,466.0,0,0,0,0,0,0,0,"[0, 50)"
flat,emaar gurgaon greens,sector 102,13490.0,3.0,3,3,6.0,Relatively New,1.38,1162.0,0,1,0,0,0,2,128,"[100, 150)"
house,independent,sector 11,5500.000000000001,2.0,4,3+,4.0,Moderately Old,0.49500000000000005,900.0,0,0,0,0,0,0,7,"[0, 50)"
house,independent,sector 56,4590.869939707149,8.0,8,3+,3.0,Relatively New,1.4874418604651163,3240.0,1,1,0,1,0,1,42,"[0, 50)"
flat,aipl zen residences,sector 70a,9905.0,2.0,2,3,19.0,Relatively New,1.25,1434.0,0,0,0,0,0,0,0,"[0, 50)"
flat,sukhshanti apartment,sector 56,7006.0,3.0,3,3+,5.0,Moderately Old,1.65,2355.0,1,0,0,0,0,2,134,"[100, 150)"
flat,ansal api sushant estate,sector 52,11600.0,1.0,1,0,0.0,Moderately Old,0.29,284.0,0,0,0,0,0,2,49,"[0, 50)"
flat,spaze privvy the address,sector 93,5700.0,4.0,4,3,16.0,Relatively New,1.25,2105.0,0,0,0,0,0,0,0,"[0, 50)"
flat,vatika the seven lamps,sector 82,6819.0,3.0,3,3,3.0,Relatively New,1.28,1800.0,1,0,0,0,0,2,165,"[150, 200)"
flat,la vida by tata housing,sector 113,12534.0,3.0,3,3,3.0,New Property,2.33,2098.0,0,1,0,0,0,0,174,"[150, 200)"
flat,sushant lok 1 builder floors,sector 43,12920.0,3.0,3,2,2.0,New Property,2.5,215.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ss the leaf,sector 85,6852.0,2.0,2,3,8.0,Relatively New,1.11,1630.0,0,0,1,0,0,0,174,"[150, 200)"
flat,supertech hues,sector 68,7627.0,2.0,2,2,1.0,New Property,0.9,1341.0,0,0,0,0,0,0,44,"[0, 50)"
flat,dlf regal gardens,sector 90,5504.0,3.0,3,2,11.0,Relatively New,1.19,1726.0,0,0,0,0,1,0,88,"[50, 100)"
house,independent,sector 6,6825.619448340345,2.0,4,1,3.0,Moderately Old,0.48666666666666664,713.0,0,0,0,0,0,0,62,"[50, 100)"
flat,mittal surya vihar,sector 21,7080.0,2.0,2,2,6.0,Old Property,0.8,1284.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,baldev nagar,78204.44444444444,2.0,2,1,2.0,Moderately Old,1.7596,225.0,0,0,0,0,0,0,12,"[0, 50)"
house,independent,sector 43,3393.1997318725003,6.0,7,3+,3.0,Relatively New,3.829565217391304,11286.0,1,1,0,1,1,2,42,"[0, 50)"
flat,signature global city 37d ph 2,sector 37d,8148.0,3.0,3,1,2.0,Under Construction,1.1,1534.0,0,0,0,1,0,0,30,"[0, 50)"
flat,hsiidc sidco aravali,sector 1 imt manesar,3648.0,4.0,4,3,7.0,Moderately Old,0.9,2467.0,0,0,0,0,0,0,0,"[0, 50)"
flat,housing board colony,sector 51,4630.0,1.0,1,0,0.0,Moderately Old,0.3,82.0,1,0,0,0,0,0,15,"[0, 50)"
flat,ireo victory valley,sector 67,13529.0,3.0,4,3+,18.0,Relatively New,3.65,2490.0,0,1,0,1,0,2,61,"[50, 100)"
house,sheetla enclave,sector 5,2698.4126984126983,2.0,4,2,3.0,Moderately Old,0.255,945.0,0,0,1,1,0,2,0,"[0, 50)"
flat,ashok vihar phase 2,sector 3 phase 2,4308.0,2.0,2,1,3.0,Relatively New,0.28,625.0,0,0,0,0,0,0,64,"[50, 100)"
flat,sidhartha ncr one phase,sector 95,4500.0,3.0,3,1,15.0,Relatively New,0.9,2000.0,0,0,0,0,0,0,60,"[50, 100)"
flat,capital residences 360,sector 70a,8300.0,3.0,3,3+,4.0,New Property,1.64,1950.0,0,1,0,0,0,0,144,"[100, 150)"
flat,sonata group housing society sector 1 manesar,near sector 1 market,6250.0,4.0,4,3,8.0,New Property,1.75,3182.0,0,1,0,0,0,0,29,"[0, 50)"
house,vipul tatvam villa,sector 48,14774.805669867399,3.0,6,2,2.0,Moderately Old,3.82962962962963,2592.0,0,1,0,0,1,2,106,"[100, 150)"
flat,huda housing board society,sector 52,9740.0,1.0,1,0,0.0,Moderately Old,0.45,525.0,0,0,0,1,0,2,43,"[0, 50)"
flat,shapoorji pallonji joyville gurugram,sector 102,10259.0,3.0,3,3+,15.0,New Property,1.9,1700.0,0,0,0,1,0,0,174,"[150, 200)"
flat,bestech park view grand spa,sector 81,8609.0,3.0,4,3+,10.0,Relatively New,2.29,2273.0,1,1,0,0,0,1,174,"[150, 200)"
flat,dlf the ultima,sector 81,11686.0,4.0,5,3+,7.0,Relatively New,3.5,2500.0,0,1,0,0,0,1,174,"[150, 200)"
house,sushant lok 1 builder floors,sector 43,70917.87439613526,4.0,4,3+,3.0,Moderately Old,3.829565217391304,540.0,1,1,0,1,1,1,123,"[100, 150)"
flat,ireo the corridors,sector 67a,14658.0,3.0,3,3,6.0,New Property,1.8,1395.0,0,1,1,0,0,2,150,"[150, 200)"
flat,ats triumph,sector 104,13077.0,4.0,4,3+,21.0,Relatively New,2.55,2216.0,0,1,0,0,0,0,150,"[150, 200)"
flat,tata primanti,sector 72,13077.0,4.0,4,3+,0.0,Relatively New,4.25,3250.0,0,1,0,0,0,2,174,"[150, 200)"
flat,dlf regal gardens,sector 90,9021.0,3.0,3,3,7.0,Relatively New,1.29,1540.0,1,0,0,0,0,0,174,"[150, 200)"
flat,paras dews,sector 106,6354.0,2.0,2,3+,1.0,Relatively New,0.88,940.0,0,0,0,0,0,0,49,"[0, 50)"
flat,bestech park view grand spa,sector 81,9524.0,4.0,5,3+,15.0,Relatively New,4.0,4200.0,0,1,0,0,0,2,127,"[100, 150)"
flat,shri ram apartments,sector 4,5111.0,2.0,2,1,1.0,Relatively New,0.46,1023.0,0,0,0,0,0,2,69,"[50, 100)"
flat,irwo westend towers,sector 47,12059.0,1.0,1,2,3.0,Old Property,0.65,612.0,0,0,0,0,0,0,56,"[50, 100)"
flat,signature the serenas,sohna road,7910.0,2.0,2,1,12.0,New Property,0.42,603.0,0,0,0,0,0,0,54,"[50, 100)"
flat,global hill view,sector-11 sohna road,4601.0,2.0,2,2,16.0,Relatively New,0.3,865.0,0,0,0,0,0,0,0,"[0, 50)"
flat,4s aradhya homes,sector 67a,8862.0,4.0,4,3,3.0,New Property,1.9,2200.0,0,0,0,0,0,2,62,"[50, 100)"
flat,gls avenue 51,sector 92,6075.0,3.0,3,3+,6.0,Relatively New,0.39,729.0,0,0,0,0,0,0,104,"[100, 150)"
house,independent,sector 23,2366.666666666667,3.0,2,2,3.0,New Property,0.35500000000000004,1500.0,0,0,0,0,0,2,79,"[50, 100)"
flat,tulip violet,sector 69,9039.0,3.0,3,2,1.0,Relatively New,1.43,1578.0,0,0,0,1,0,0,102,"[100, 150)"
house,huda flats,sector 7,3896.296296296296,2.0,3,3+,3.0,Old Property,0.526,1350.0,1,1,0,1,0,0,27,"[0, 50)"
flat,emaar mgf emerald floors premier,sector 65,13636.0,3.0,3,3,3.0,Relatively New,2.25,1600.0,1,1,0,0,0,2,49,"[0, 50)"
flat,signature global park,sohna road,7411.0,3.0,2,2,1.0,New Property,0.83,1273.0,0,0,0,0,0,0,16,"[0, 50)"
flat,emaar mgf the palm drive,sector 66,14615.0,3.0,3,3,11.0,Relatively New,2.85,1950.0,1,0,0,0,0,2,67,"[50, 100)"
flat,ashiana anmol,sohna road,7059.0,2.0,2,2,8.0,Relatively New,0.9,1275.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ireo the corridors,sector 67a,9370.0,3.0,3,2,3.0,New Property,1.8,1395.0,1,0,1,0,0,2,150,"[150, 200)"
flat,dlf new town heights,sector 90,5684.0,4.0,4,3+,7.0,Relatively New,1.9,2727.0,0,1,0,1,0,0,88,"[50, 100)"
house,international city by sobha phase 2,sector 109,2825.3050738599873,5.0,5,3+,2.0,Relatively New,1.7596,6228.0,0,1,0,0,0,0,129,"[100, 150)"
house,ansals florence villa,sector 57,15945.945945945949,4.0,3,3+,2.0,Moderately Old,2.6550000000000002,1665.0,1,1,1,1,0,0,151,"[150, 200)"
flat,ramsons kshitij,sector 95,5179.0,2.0,2,2,14.0,Relatively New,0.29,560.0,0,0,0,0,0,0,50,"[50, 100)"
house,signature global city 63a,sector 63,19318.65828092243,3.0,3,2,1.0,New Property,4.6075,2385.0,0,0,0,0,0,0,0,"[0, 50)"
flat,godrej icon,sector 88a,10019.0,3.0,2,3+,10.0,Relatively New,1.62,1617.0,1,0,0,0,0,1,49,"[0, 50)"
flat,chd avenue,sector 71,6527.0,3.0,3,2,15.0,Moderately Old,1.15,1522.0,0,1,0,0,0,2,66,"[50, 100)"
flat,central park flower valley aqua front towers,sector 33,13871.0,4.0,4,3,1.0,New Property,2.96,2425.0,0,1,0,0,0,2,24,"[0, 50)"
flat,experion windchants,sector 112,11551.0,4.0,6,3+,8.0,Relatively New,5.6,3655.35,0,1,0,0,0,2,168,"[150, 200)"
flat,pareena mi casa,sector 68,9311.0,3.0,3,3+,13.0,Under Construction,1.85,1987.0,0,0,0,0,0,0,47,"[0, 50)"
flat,signature global park 4,sector 36,7586.0,3.0,2,3,2.0,New Property,0.82,1228.0,0,0,0,0,0,0,24,"[0, 50)"
flat,tulip violet,sector 69,9125.0,3.0,3,2,1.0,Relatively New,1.44,1364.0,0,0,0,1,0,0,174,"[150, 200)"
flat,bestech park view city,sector 48,10251.0,3.0,4,3,3.0,Moderately Old,1.8,1995.0,1,0,0,0,0,2,76,"[50, 100)"
flat,eldeco accolade,sohna road,5182.0,2.0,2,3,12.0,Relatively New,0.655,830.0,0,0,0,1,0,0,49,"[0, 50)"
flat,dlf new town heights,sector 90,6967.0,4.0,4,3+,19.0,Relatively New,1.9,2614.0,0,1,1,0,0,2,174,"[150, 200)"
flat,puri diplomatic greens,sector 111,12373.0,4.0,5,3+,17.0,Moderately Old,3.65,2950.0,0,1,0,0,0,0,132,"[100, 150)"
flat,shapoorji pallonji joyville gurugram,sector 102,14563.0,2.0,2,3,0.0,Relatively New,1.2,936.0,0,0,0,0,0,0,49,"[0, 50)"
house,ansal sushant lok plots,sector 43,30833.858433102287,1.0,1,0,2.0,Under Construction,3.829565217391304,1242.0,0,0,0,0,0,0,0,"[0, 50)"
flat,eldeco accolade,sector 33,8043.0,2.0,2,2,0.0,New Property,1.2,1492.0,1,0,0,0,0,0,55,"[50, 100)"
flat,emaar mgf emerald floors premier,sector 65,16970.0,4.0,4,3,2.0,Relatively New,2.8,1650.0,1,0,0,0,0,2,89,"[50, 100)"
house,surendra homes dayaindependentd colony,sector 6,10138.888888888887,4.0,4,2,1.0,Moderately Old,0.48666666666666664,480.0,0,0,0,0,0,0,0,"[0, 50)"
flat,smartworld one dxp,sector 113,11074.0,3.0,3,3,12.0,New Property,2.0,1806.0,0,0,0,0,0,0,70,"[50, 100)"
flat,alpha corp gurgaonone,sector 84,7904.0,3.0,4,3,15.0,Relatively New,1.52,1705.0,0,1,0,0,0,0,92,"[50, 100)"
flat,bestech park view sanskruti,sector 92,8172.0,4.0,4,3+,10.0,Relatively New,1.9,1920.0,1,1,0,1,1,0,49,"[0, 50)"
flat,supertech araville,sector 79,6209.0,2.0,2,3,7.0,New Property,0.95,1530.0,1,0,0,0,0,0,49,"[0, 50)"
flat,paras dews,sector 106,6406.0,3.0,4,3+,18.0,Relatively New,1.13,1186.0,1,1,0,0,0,0,49,"[0, 50)"
house,vipul tatvam villa,sector 48,5470.899470899471,4.0,4,1,1.0,Moderately Old,3.82962962962963,7000.0,0,0,0,0,0,0,30,"[0, 50)"
flat,signature the serenas,sohna road,9398.0,2.0,2,2,6.0,New Property,0.5,604.0,0,0,0,0,0,0,37,"[0, 50)"
flat,ss the leaf,sector 85,8257.0,3.0,4,3,12.0,Relatively New,1.98,2399.0,0,0,1,0,0,0,174,"[150, 200)"
house,ats tourmaline,sector 109,8184.186046511628,3.0,4,0,12.0,Relatively New,1.7596,2150.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ansal housing highland park,sector 103,6243.0,3.0,3,3+,7.0,New Property,1.1,1500.0,0,0,0,0,0,0,87,"[50, 100)"
flat,ramsons kshitij,sector 95,3651.0,2.0,2,2,5.0,New Property,0.28,767.0,0,0,0,0,1,0,0,"[0, 50)"
flat,pareena coban residences,sector 99a,6774.0,2.0,2,3,2.0,Relatively New,1.05,1390.0,1,0,0,0,0,0,49,"[0, 50)"
flat,vatika seven elements,sector 89,8163.0,3.0,3,3,5.0,New Property,1.6,1960.0,0,0,0,0,0,0,58,"[50, 100)"
flat,paras dews,sector 106,6859.0,2.0,2,3+,2.0,Relatively New,0.95,940.0,0,0,0,0,0,0,49,"[0, 50)"
flat,ramsons kshitij,sector 95,53.0,2.0,2,1,10.0,Relatively New,0.245,52234.0,0,0,0,0,1,0,33,"[0, 50)"
flat,pivotal riddhi siddhi,sector 99,8518.0,2.0,1,2,7.0,New Property,0.5,667.0,0,0,0,0,0,0,24,"[0, 50)"
flat,parsvnath green ville,sector 48,7654.0,3.0,3,3+,6.0,Moderately Old,1.86,2430.0,0,1,0,0,0,2,94,"[50, 100)"
flat,indiabulls centrum park,sector 103,7443.0,4.0,6,3+,7.0,Relatively New,2.14,2898.0,0,1,0,0,0,0,142,"[100, 150)"
flat,signature global solera,sector 107,5521.0,2.0,2,2,0.0,Relatively New,0.27,556.0,0,0,0,0,0,0,45,"[0, 50)"
flat,the close north,sector 50,11228.0,3.0,3,3,8.0,Moderately Old,2.35,2000.0,0,0,1,0,0,2,149,"[100, 150)"
flat,birla navya,sector 63a,17488.0,2.0,3,3+,4.0,Under Construction,2.2,875.0,0,0,0,0,0,0,60,"[50, 100)"
flat,vatika gurgaon,sector 83,5565.0,4.0,4,3,3.0,Relatively New,1.33,2273.0,0,1,0,0,0,0,26,"[0, 50)"
house,independent,sector 8,31992.727272727272,3.0,1,0,2.0,Moderately Old,1.7596,550.0,0,0,0,0,0,0,0,"[0, 50)"
flat,m3m woodshire,sector 107,8922.0,3.0,3,3+,4.0,Relatively New,1.3,1554.0,0,0,0,1,0,2,174,"[150, 200)"
flat,tulip violet,sector 69,8619.0,3.0,3,2,12.0,Relatively New,1.36,1578.0,0,0,0,1,0,2,49,"[0, 50)"
flat,guru gram haryana cghs,sector 56,7225.0,3.0,3,3,5.0,Moderately Old,1.38,1910.0,1,0,0,0,0,2,134,"[100, 150)"
flat,the roselia 2,sector 95,6475.0,2.0,2,2,19.0,Relatively New,0.45,695.0,0,0,0,0,0,0,0,"[0, 50)"
flat,smart world gems,sector 89,8433.0,3.0,3,2,2.0,New Property,1.2,1423.0,0,0,0,0,0,0,45,"[0, 50)"
house,independent,sector 37d,8162.866449511402,1.0,1,0,1.0,Relatively New,1.2530000000000001,1535.0,0,0,0,0,0,0,0,"[0, 50)"
flat,vatika gurgaon,sector 83,6455.0,3.0,3,2,4.0,Relatively New,1.12,1200.0,1,1,1,1,0,2,165,"[150, 200)"
flat,m3m heights,sector 65,13602.0,3.0,3,3,19.0,Under Construction,2.5,1828.0,0,0,0,0,0,0,48,"[0, 50)"
flat,godrej nature plus,sector 33,9025.0,2.0,2,3+,15.0,Under Construction,1.25,1574.0,0,0,0,0,0,0,44,"[0, 50)"
flat,tulip violet,sector 69,8458.0,4.0,4,2,1.0,Relatively New,1.7,2010.0,0,0,0,0,0,0,126,"[100, 150)"
flat,satya the hermitage,sector 103,6138.0,2.0,3,3,1.0,Relatively New,0.89,1228.0,0,1,0,0,0,0,75,"[50, 100)"
flat,ambience lagoon,sector 24,12500.0,3.0,4,3+,9.0,Old Property,5.8,3700.0,1,1,0,1,1,1,68,"[50, 100)"
flat,godrej oasis,sector 88a,7259.0,3.0,3,3+,4.0,Relatively New,1.3,2035.0,0,0,0,0,0,0,79,"[50, 100)"
house,independent,manohar nagar,12900.293255131965,2.0,2,0,2.0,Moderately Old,1.7596,1364.0,0,0,0,0,0,0,0,"[0, 50)"
flat,emaar mgf emerald floors premier,sector 65,16970.0,3.0,3,2,3.0,Relatively New,2.8,1650.0,0,1,0,0,0,0,105,"[100, 150)"
flat,signature global synera,sector 81,7886.0,2.0,2,1,11.0,New Property,0.5,720.0,0,0,0,0,0,1,97,"[50, 100)"
flat,central park resorts,sector 48,22388.0,5.0,6,3+,17.0,Relatively New,15.0,7614.0,1,1,0,1,0,1,45,"[0, 50)"
flat,vatika the seven lamps,sector 82,6969.0,2.0,2,2,14.0,Relatively New,1.0,1435.0,1,0,0,0,1,0,69,"[50, 100)"
house,independent,sector 8,19551.11111111111,2.0,3,3,2.0,Moderately Old,1.7596,900.0,0,0,0,0,0,0,12,"[0, 50)"
house,independent,sector 26,3894.6436476316953,5.0,5,3+,2.0,Relatively New,1.7596,4518.0,1,1,1,1,0,2,124,"[100, 150)"
house,independent,sector 108,6938.263229308005,1.0,1,0,1.0,Relatively New,1.8594545454545455,2680.0,0,0,0,0,0,0,0,"[0, 50)"
flat,m3m soulitude,sector 89,8000.0,3.0,3,2,2.0,Under Construction,1.14,1617.0,1,0,0,0,0,0,77,"[50, 100)"
flat,aipl club residences,sector 70a,9777.0,2.0,2,3+,24.0,Relatively New,1.27,1482.0,0,0,0,0,1,2,113,"[100, 150)"
flat,pareena coban residences,sector 99a,6626.0,3.0,5,3,2.0,Relatively New,1.08,1750.0,0,1,0,0,1,0,49,"[0, 50)"
house,ninex city,sector 76,5011.361988106174,4.0,4,0,14.0,New Property,1.5946153846153845,3182.0,0,0,0,0,0,0,0,"[0, 50)"
flat,pyramid urban,sector 67a,10516.0,2.0,2,2,3.0,Relatively New,0.55,594.0,0,0,0,0,0,0,73,"[50, 100)"
house,independent,sector 15,12703.703703703704,2.0,2,1,1.0,Old Property,1.1433333333333333,900.0,0,1,0,0,0,0,7,"[0, 50)"
flat,m3m soulitude,sector 89,8784.0,3.0,3,3,3.0,New Property,1.25,1423.0,1,0,0,0,1,0,61,"[50, 100)"
house,not applicable,shivaji nagar,9775.555555555555,4.0,3,2,1.0,Old Property,1.7596,1800.0,1,0,0,1,0,0,24,"[0, 50)"
flat,godrej aria,sector 79,6653.0,2.0,2,2,4.0,Relatively New,1.0,1300.0,1,0,0,0,0,0,49,"[0, 50)"
flat,hcbs sports ville,sohna road,4167.0,1.0,1,1,12.0,Relatively New,0.25,600.0,0,0,0,0,0,0,37,"[0, 50)"
house,ganpati heights apartment,sector 13,153008.69565217392,3.0,6,2,3.0,Old Property,1.7596,115.0,0,0,0,0,1,0,7,"[0, 50)"
house,bestech park view aindependentda,sector 81,3507.4361313868612,4.0,4,3,2.0,Relatively New,1.922075,5480.0,0,1,1,0,0,0,51,"[50, 100)"
flat,kanchanjanga tower,sector 56,7632.0,3.0,3,3+,2.0,Moderately Old,1.45,1900.0,0,0,0,0,0,2,126,"[100, 150)"
flat,ireo skyon,sector 60,12816.0,4.0,5,3,24.0,Relatively New,3.6,2727.0,0,1,0,0,0,2,49,"[0, 50)"
flat,aipl club residences,sector 70a,10215.0,2.0,2,1,11.0,New Property,0.95,930.0,0,0,0,0,0,2,103,"[100, 150)"
flat,ss the leaf,sector 85,10453.0,2.0,2,3+,2.0,Relatively New,1.2,1305.0,0,0,1,0,0,0,156,"[150, 200)"
flat,vatika city,sector 49,9074.0,3.0,4,3,9.0,Moderately Old,1.98,1750.75,0,1,0,0,0,2,101,"[100, 150)"
flat,sobha city,sector 108,17379.0,2.0,2,2,14.0,New Property,2.4,1381.0,0,0,0,0,0,2,113,"[100, 150)"
flat,imperia the esfera,sector 37c,5405.0,3.0,4,3,9.0,Relatively New,1.1,2000.0,1,1,0,0,0,0,49,"[0, 50)"
flat,pioneer araya,sector 62,19944.0,4.0,6,3,5.0,Relatively New,9.2,3640.0,0,1,0,1,0,2,156,"[150, 200)"
flat,paras dews,sector 106,7102.0,3.0,4,3+,5.0,Relatively New,1.25,1186.0,0,1,0,0,0,0,165,"[150, 200)"
house,experion windchants,sector 112,6211.811023622047,4.0,4,3+,2.0,Relatively New,3.9445,6350.0,0,1,0,1,0,2,62,"[50, 100)"
flat,sanskriti apartment,sector 10a,6667.0,3.0,3,3,2.0,Moderately Old,1.1,1875.0,0,0,0,0,0,0,22,"[0, 50)"
flat,smriti apartment,sector 56,10656.0,1.0,1,1,1.0,Old Property,0.52,525.0,0,0,0,0,0,0,34,"[0, 50)"
flat,mvn athens,sohna road,5198.0,2.0,2,0,0.0,Relatively New,0.25,481.0,0,0,0,0,0,0,37,"[0, 50)"
house,independent,sector 24,64444.44444444443,1.0,4,3+,4.0,Relatively New,6.959999999999999,1080.0,1,0,1,1,0,1,0,"[0, 50)"
flat,tulip violet,sector 69,8908.0,3.0,3,1,12.0,Relatively New,1.37,1538.0,0,0,0,0,0,0,116,"[100, 150)"
flat,ansal housing highland park,sector 103,6443.0,3.0,3,3+,2.0,New Property,1.25,1200.0,0,0,0,1,0,0,105,"[100, 150)"
house,independent,sector 105,3583.3333333333335,3.0,2,2,1.0,Moderately Old,0.43,1200.0,0,0,0,0,0,0,0,"[0, 50)"
flat,sare homes,sector 92,4587.0,3.0,3,2,3.0,Relatively New,0.65,1610.0,0,0,0,0,0,0,6,"[0, 50)"
house,independent,sector 3 phase 3 extension,783.3333333333334,6.0,1,0,1.0,New Property,0.235,3000.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 25,13911.921872120878,5.0,6,3+,4.0,Old Property,5.033333333333333,3618.0,0,0,0,0,1,2,79,"[50, 100)"
house,independent,sector 12,3846.1538461538466,3.0,3,1,4.0,Moderately Old,0.7200000000000001,1872.0,0,0,0,1,0,0,0,"[0, 50)"
house,housing board colony,sector 28,30693.12169312169,2.0,8,3+,4.0,Moderately Old,2.762380952380952,900.0,0,0,0,0,1,2,38,"[0, 50)"
flat,pivotal devaan,sector 84,6003.0,2.0,2,1,4.0,Relatively New,0.35,583.0,0,0,0,0,0,0,37,"[0, 50)"
flat,oriental valley chs,sector 9a,9091.0,4.0,3,3+,8.0,Relatively New,1.5,1875.0,0,0,0,0,0,2,8,"[0, 50)"
house,signature global city 92,sector 92,9483.947094012403,2.0,2,3,1.0,Relatively New,0.9095105263157894,959.0,0,0,0,0,0,0,46,"[0, 50)"
flat,the lions cghs,sector 56,8708.0,4.0,4,3+,7.0,Relatively New,2.09,2300.0,0,0,0,0,1,2,125,"[100, 150)"
house,independent,sector 50,10473.076923076924,5.0,6,0,1.0,Moderately Old,3.141923076923077,3000.0,0,0,0,0,0,0,0,"[0, 50)"
flat,adani brahma samsara vilasa,sector 63,10000.0,3.0,3,3+,1.0,New Property,3.4,3400.0,0,0,0,0,0,0,99,"[50, 100)"
flat,central park flower valley aqua front towers,sector 33,11738.0,3.0,3,2,6.0,Under Construction,2.1,1789.0,0,0,0,0,0,0,24,"[0, 50)"
flat,shree arihant apartment,sector 54,8108.0,3.0,3,3+,4.0,Moderately Old,1.5,1700.0,0,0,0,1,0,2,75,"[50, 100)"
house,independent,sector 31,18288.474810213942,4.0,3,3,2.0,Moderately Old,2.65,1449.0,0,0,1,0,0,2,81,"[50, 100)"
flat,ansal heights 86,sector 86,5441.0,2.0,2,1,11.0,Under Construction,0.74,1360.0,0,0,0,0,1,0,45,"[0, 50)"
flat,signature global grand iva,sector 103,6667.0,2.0,2,0,10.0,Relatively New,0.5,750.0,0,0,0,0,0,0,0,"[0, 50)"
flat,shri ram apartments,sector 4,3789.0,2.0,2,1,4.0,Relatively New,0.36,1080.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 14,11653.333333333334,5.0,4,2,2.0,Old Property,2.622,2250.0,0,0,0,0,0,2,51,"[50, 100)"
house,eldeco mansionz,sector 48,126808.92813343146,5.0,7,3,2.0,Moderately Old,3.82962962962963,302.0,0,1,0,1,0,2,145,"[100, 150)"
flat,supertech hues,sector 68,8475.0,2.0,2,2,12.0,New Property,1.0,1341.0,0,0,0,0,0,0,54,"[50, 100)"
flat,m3m woodshire,sector 107,6142.0,4.0,5,3+,9.0,Relatively New,1.7,2768.0,0,1,0,0,0,0,79,"[50, 100)"
flat,ireo the corridors,sector 67a,11429.0,3.0,3,3,12.0,New Property,2.0,1750.0,1,0,0,0,0,0,38,"[0, 50)"
flat,sare crescent parc,sector 92,5556.0,3.0,3,2,14.0,Under Construction,0.7,140.0,0,0,0,0,0,0,38,"[0, 50)"
house,independent,ram nagar,17166.829268292684,2.0,2,1,2.0,Old Property,1.7596,1025.0,0,0,0,1,0,0,7,"[0, 50)"
flat,ganga apartment,shanti nagar,3352.0,2.0,2,1,3.0,Moderately Old,0.55,1000.0,0,0,0,0,0,0,81,"[50, 100)"
house,dlf new town heights,sector 86,4018.75,4.0,4,3+,2.0,Moderately Old,1.12525,2800.0,0,1,0,1,0,2,130,"[100, 150)"
flat,emaar gurgaon greens,sector 102,9091.0,3.0,3,3,7.0,Relatively New,1.5,1162.0,0,0,0,1,0,2,174,"[150, 200)"
flat,signature global orchard avenue,sector 93,6387.0,2.0,2,2,7.0,Relatively New,0.38,676.0,0,0,0,0,0,0,16,"[0, 50)"
house,independent,sector 43,91616.39276055752,5.0,5,2,3.0,Old Property,3.829565217391304,418.0,1,1,0,1,0,0,21,"[0, 50)"
flat,ramprastha the atrium,sector 37d,6224.0,3.0,3,2,13.0,Relatively New,0.9,1185.0,0,0,0,0,0,1,37,"[0, 50)"
flat,sidhartha ncr one phase,sector 95,3152.0,2.0,2,2,6.0,Relatively New,0.43,1300.0,0,0,0,0,0,0,120,"[100, 150)"
flat,shapoorji pallonji joyville gurugram,sector 102,10799.0,3.0,3,3,9.0,Relatively New,2.0,1852.0,0,0,0,0,0,0,49,"[0, 50)"
flat,signature global solera,sector 107,5828.0,2.0,2,2,0.0,Relatively New,0.285,556.0,0,0,0,0,0,0,45,"[0, 50)"
flat,la vida by tata housing,sector 113,12444.0,4.0,4,3+,11.0,Relatively New,3.35,3059.0,1,1,0,0,0,0,174,"[150, 200)"
house,independent,madanpuri,19551.11111111111,2.0,4,3,3.0,Old Property,1.7596,900.0,0,1,0,0,1,2,44,"[0, 50)"
flat,emaar mgf emerald floors premier,sector 65,15152.0,3.0,3,3,3.0,Relatively New,2.5,1650.0,1,1,0,0,0,0,15,"[0, 50)"
flat,bhagwati sadan,sector 12,5750.0,3.0,4,2,2.0,Old Property,1.15,2000.0,1,1,0,0,1,2,28,"[0, 50)"
flat,paras dews,sector 106,10656.0,3.0,4,3,14.0,Relatively New,1.25,1305.0,1,1,0,0,0,0,167,"[150, 200)"
house,independent,sector 13,13535.384615384615,2.0,7,3,4.0,Moderately Old,1.7596,1300.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,daulatabad,17596.0,2.0,2,1,5.0,Moderately Old,1.7596,1000.0,0,0,0,0,0,0,0,"[0, 50)"
